target_chembl_id,gene_symbol,uniprot_accession,target_name,assay_lane,computed_pocket_evidence,pocket_consensus_class,active_target_branch,active_manifest_pocket_evidence_source,first_exclusion_reason,target_class_zh,experimental_pocket_evidence_category,experimental_pocket_evidence_zh,representative_pdb_id,representative_chain_id,representative_ligand_id,positive_compounds,negative_compounds,target_calibration_tier,mechanistic_branch,mechanistic_branch_zh,mechanistic_subclass,pocket_evidence_tier,pair_pocket_evidence_source,drugclip_formal_eligible,unified_target_route,unified_target_route_zh,qualified_physical_models,allowed_pair_scope_zh,current_target_qualification_strength,current_target_state,target_evidence_layer,modality_compute_branch,target_next_compute_action_zh,gnina_target_qualification,boltz_target_qualification,target_route_family,predicted_pocket_qualification,discovery_authorization,target_gate_pass_for_discovery,remote_qualified_physical_models,formal_computational_triage_pair_count,diagnostic_rescue_pair_count,boltz_pairs_completed,boltz_md_authorized_pairs,primary_gate_strong,primary_gate_pass,incremental_pairs,gnina_increment_pairs,boltz_increment_pairs,gnina_primary_supported_pairs,boltz_primary_supported_pairs,boltz_multiseed_stable_pairs,gnina_state_stable_pairs,gnina_primary_downgraded_pairs,incremental_compute_status
CHEMBL3864,PTPN11,Q06124,Tyrosine-protein phosphatase non-receptor type 11,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,2shp,B,CAT,1079,346,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3884,SLC5A2,P31639,Sodium/glucose cotransporter 2,TRANSPORTER_MEMBRANE_FUNCTIONAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,转运体,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,8hez,A,LE6,1121,43,T2_ADEQUATE_POSITIVE_NEGATIVE,TRANSPORTER_MEMBRANE_FUNCTIONAL,转运体,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E3_LOCAL_ONLY_QUALIFIED,E3 仅局部/中等新颖度资格,Boltz-2+GNINA,只允许N1/N2；N3只能保留为探索信息,FROZEN_QUALIFIED,UNCHANGED,T3_DISCOVERY_SCAFFOLD_HOP,M2_MEMBRANE_STATE_SPECIALIZED,仅计算和晋级N1/N2；N3保留为探索记录，不用局部校准作远程结论,LOCAL_STRONG,BOLTZ_LOCAL_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3896,CACNA2D2,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,TRANSPORTER_MEMBRANE_FUNCTIONAL,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,RECOVERED_NO_EXPERIMENTAL_POCKET_46,COMPUTATIONAL_POCKET_PREDICTION,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,转运体,,,,,,1,0,T5_SPARSE_OR_NONE,B09_CHANNEL_AUXILIARY_SUBUNIT,离子通道辅助亚基,CALCIUM_CHANNEL_ALPHA2DELTA_AUXILIARY,P1_P2RANK_FPOCKET_SAME_SITE,COMPUTATIONAL_POCKET_PREDICTION,True,S5_DUAL_PREDICTED_POCKET_WITHOUT_12X12_CONTROLS,S5_DUAL_PREDICTED_POCKET_WITHOUT_12X12_CONTROLS,NONE,DIAGNOSTIC_LOCAL_ONLY,NOT_EVALUABLE_MINIMUM_12X12_NOT_MET,S5_DUAL_PREDICTED_POCKET_WITHOUT_12X12_CONTROLS,PREDICTED_POCKET_RECOVERY_BRANCH,CLASS_SPECIFIC_PREDICTED_POCKET_PROTOCOL,补足12阳性+12阴性实验对照并完成靶点内GNINA校准,NOT_EVALUABLE_MINIMUM_12X12_NOT_MET,NOT_FORMALLY_QUALIFIED,PREDICTED_POCKET_RECOVERY,,NO_FORMAL_DISCOVERY_UNTIL_CONTROLS,False,NONE,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3901,ATP2A2,P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,6ln7,A,ACP,6,3,T5_SPARSE_OR_NONE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E6_NO_ADEQUATE_HISTORICAL_CONTROL,E6 历史实测对照不足,NONE,先补实测正负对照；仅允许限额探索,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T6_CONTROL_ACQUISITION,M1_STANDARD_HOLO_POCKET,从ChEMBL/文献补充实测阳性与inactive/低活性；未知或未测不得作阴性,NOT_EVALUABLE,BOLTZ_NOT_EVALUABLE,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3902,GSTP1,P09211,Glutathione S-transferase P,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,3gus,B,N11,47,36,T2_ADEQUATE_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,EXPANDED_PANEL_GATE_A_FAIL,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,扩展实测面板仍未通过，停止当前模型发现排序,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3905,LYN,P07948,Tyrosine-protein kinase Lyn,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,3a4o,X,STU,189,335,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2,,,,,,,2,0,2,0,0,0,0,0,COMPLETE
CHEMBL3922,METAP2,P50579,Methionine aminopeptidase 2,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,1yw7,A,A41,528,107,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E3_LOCAL_ONLY_QUALIFIED,E3 仅局部/中等新颖度资格,GNINA,只允许N1/N2；N3只能保留为探索信息,FROZEN_QUALIFIED,UNCHANGED,T3_DISCOVERY_SCAFFOLD_HOP,M1_STANDARD_HOLO_POCKET,仅计算和晋级N1/N2；N3保留为探索记录，不用局部校准作远程结论,LOCAL_STRONG,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3935,AURKC,Q9UQB9,Aurora kinase C,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,6gr8,A,F8Z,67,131,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E1_DUAL_REMOTE_QUALIFIED,E1 双模型远程资格,Boltz-2+GNINA,允许N1/N2/N3；优先检验双模型一致与分歧,FROZEN_QUALIFIED,UNCHANGED,T1_DISCOVERY_REMOTE_DUAL,M1_STANDARD_HOLO_POCKET,对已有pair完成多seed/多受体状态稳定性审计；稳定者进入限额MD候选,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2+GNINA,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3961,MAPK11,Q15759,Mitogen-activated protein kinase 11,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,3gc8,B,B45,105,370,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3972,GART,P22102,Trifunctional purine biosynthetic protein adenosine-3,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,4ew2,A,DXY,40,24,T2_ADEQUATE_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E3_LOCAL_ONLY_QUALIFIED,E3 仅局部/中等新颖度资格,Boltz-2,仅N1局部类似物与N2 scaffold-hop；不得据此晋级N3远程候选,PRELIMINARY_SMALL_PANEL,NEW_LOCAL_SINGLE_QUALIFIED,T3_DISCOVERY_SCAFFOLD_HOP,M1_STANDARD_HOLO_POCKET,仅计算和晋级N1/N2；N3保留为探索记录，不用局部校准作远程结论,NOT_EVALUABLE,BOLTZ_NOT_EVALUABLE,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3973,FGFR4,P22455,Fibroblast growth factor receptor 4,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,4tyj,A,0LI,1315,137,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E1_DUAL_REMOTE_QUALIFIED,E1 双模型远程资格,Boltz-2+GNINA,允许N1/N2/N3；优先检验双模型一致与分歧,FROZEN_QUALIFIED,UNCHANGED,T1_DISCOVERY_REMOTE_DUAL,M1_STANDARD_HOLO_POCKET,对已有pair完成多seed/多受体状态稳定性审计；稳定者进入限额MD候选,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2+GNINA,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3979,PPARD,Q03181,Peroxisome proliferator-activated receptor delta,NUCLEAR_EPIGENETIC_DOMAIN,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,核内/表观遗传蛋白,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,3d5f,A,L41,312,579,T1_RICH_POSITIVE_NEGATIVE,NUCLEAR_EPIGENETIC_DOMAIN,核内/表观遗传蛋白,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3983,TTK,P33981,Dual specificity protein kinase TTK,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,2zmd,A,537,625,297,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E1_DUAL_REMOTE_QUALIFIED,E1 双模型远程资格,Boltz-2+GNINA,允许N1/N2/N3；优先检验双模型一致与分歧,FROZEN_QUALIFIED,UNCHANGED,T1_DISCOVERY_REMOTE_DUAL,M1_STANDARD_HOLO_POCKET,对已有pair完成多seed/多受体状态稳定性审计；稳定者进入限额MD候选,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2+GNINA,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3991,F7,P08709,Coagulation factor VII,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,2ec9,H,24X,199,85,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E3_LOCAL_ONLY_QUALIFIED,E3 仅局部/中等新颖度资格,Boltz-2+GNINA,只允许N1/N2；N3只能保留为探索信息,FROZEN_QUALIFIED,UNCHANGED,T3_DISCOVERY_SCAFFOLD_HOP,M1_STANDARD_HOLO_POCKET,仅计算和晋级N1/N2；N3保留为探索记录，不用局部校准作远程结论,LOCAL_STRONG,BOLTZ_LOCAL_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL3991501,IDH2,P48735,"Isocitrate dehydrogenase [NADP], mitochondrial",ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,6adi,B,9UO,158,14,T3_MINIMUM_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E6_NO_ADEQUATE_HISTORICAL_CONTROL,E6 历史实测对照不足,NONE,先补实测正负对照；仅允许限额探索,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T6_CONTROL_ACQUISITION,M1_STANDARD_HOLO_POCKET,从ChEMBL/文献补充实测阳性与inactive/低活性；未知或未测不得作阴性,NOT_EVALUABLE,BOLTZ_NOT_EVALUABLE,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL4005,PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,8gud,A,1LT,4847,412,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E3_LOCAL_ONLY_QUALIFIED,E3 仅局部/中等新颖度资格,Boltz-2,只允许N1/N2；N3只能保留为探索信息,FROZEN_QUALIFIED,UNCHANGED,T3_DISCOVERY_SCAFFOLD_HOP,M1_STANDARD_HOLO_POCKET,仅计算和晋级N1/N2；N3保留为探索记录，不用局部校准作远程结论,GATE_A_FAIL,BOLTZ_LOCAL_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL4016,GRIA2,P42262,Glutamate receptor 2,ION_CHANNEL_FUNCTIONAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,离子通道,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,3ua8,A,08W,22,38,T2_ADEQUATE_POSITIVE_NEGATIVE,ION_CHANNEL_FUNCTIONAL,离子通道,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M2_MEMBRANE_STATE_SPECIALIZED,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL402,HMGCR,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,8pkn,A,117,47,30,T2_ADEQUATE_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,NOT_EVALUABLE,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL4036,CDK5,Q00535,Cyclin-dependent kinase 5,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,7vds,A,61U,147,351,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL4040,MAPK1,P28482,Mitogen-activated protein kinase 1,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,5v61,A,FRZ,3113,498,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E3_LOCAL_ONLY_QUALIFIED,E3 仅局部/中等新颖度资格,Boltz-2,只允许N1/N2；N3只能保留为探索信息,FROZEN_QUALIFIED,UNCHANGED,T3_DISCOVERY_SCAFFOLD_HOP,M1_STANDARD_HOLO_POCKET,仅计算和晋级N1/N2；N3保留为探索记录，不用局部校准作远程结论,GATE_A_FAIL,BOLTZ_LOCAL_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
